bedrooms,bathrooms,area,zipcode,price,log_price,zipcode_encoded
0.536639067164217,1.342907072087035,1.3798257055212595,85255,869500,13.67567476286207,1.4624983094693453
0.536639067164217,0.3370193807092769,0.7994815536293961,36372,865200,13.6707171288625,0.8177332783778202
-0.32552880350502067,1.342907072087035,1.2735655086959887,85266,889000,13.697853639354802,1.1401216781071686
1.3988069378334547,2.3487947634647934,1.3544867355090795,85262,910000,13.721200977393528,1.9372463688772084
-0.32552880350502067,1.342907072087035,1.4313210316750444,85266,971226,13.786315499559919,1.1401216781071686
0.536639067164217,2.3487947634647934,1.8114055818577437,85266,1249000,14.037854589747907,1.1401216781071686
-0.32552880350502067,1.342907072087035,0.14639003621869368,85262,799000,13.591117476312084,1.9372463688772084
0.536639067164217,2.3487947634647934,2.582200701905669,85266,1698000,14.344962234781407,1.1401216781071686
-0.32552880350502067,1.342907072087035,1.5236856643000876,85255,1749000,14.374555325755864,1.4624983094693453
0.536639067164217,2.3487947634647934,0.9686804824204042,85262,1500000,14.220976332738882,1.9372463688772084
1.3988069378334547,2.3487947634647934,2.0141173419551834,85266,519200,13.160046370410225,1.1401216781071686
0.536639067164217,1.342907072087035,0.8689593746305347,85255,1039000,13.853770232544809,1.4624983094693453
1.3988069378334547,0.3370193807092769,2.5315227618813094,85266,799000,13.591117476312084,1.1401216781071686
0.536639067164217,1.342907072087035,1.3536693493796543,85266,889000,13.697853639354802,1.1401216781071686
1.3988069378334547,2.3487947634647934,1.6683630092083408,85266,700000,13.45883704259595,1.1401216781071686
0.536639067164217,1.342907072087035,1.1084535105521065,85255,500000,13.122365377402328,1.4624983094693453
1.3988069378334547,0.3370193807092769,1.0994622631284297,85331,740000,13.51440681653079,0.4465715546673689
-0.32552880350502067,1.342907072087035,0.31313680662142623,85255,725000,13.493928313146206,1.4624983094693453
1.3988069378334547,1.342907072087035,1.4918076052525062,85255,1199000,13.99699926803766,1.4624983094693453
-0.32552880350502067,0.839963226398156,1.4533904571695238,85266,925000,13.73755009757506,1.1401216781071686
-0.32552880350502067,0.839963226398156,1.5236856643000876,85255,1749000,14.374555325755864,1.4624983094693453
2.2609748085026924,3.857626300531431,2.941033212723314,85262,1595000,14.282384921160133,1.9372463688772084
-0.32552880350502067,0.3370193807092769,0.2616414804676412,85255,799900,13.592243248992402,1.4624983094693453
1.3988069378334547,2.3487947634647934,2.7072607797077186,85377,1375000,14.13396501635527,2.2292545940008464
0.536639067164217,1.8458509177759144,1.361843210673906,85262,1345000,14.111905314512224,1.9372463688772084
0.536639067164217,1.342907072087035,2.1162906081333284,85262,1290000,14.070153551531353,1.9372463688772084
0.536639067164217,1.8458509177759144,0.9686804824204042,85262,962500,13.777290384104576,1.9372463688772084
1.3988069378334547,1.8458509177759144,1.4836337439582548,85266,875000,13.681980308196241,1.1401216781071686
0.536639067164217,1.342907072087035,1.715771404715,85377,1650000,14.316286451937186,2.2292545940008464
1.3988069378334547,1.8458509177759144,2.0141173419551834,85266,1199000,13.99699926803766,1.1401216781071686
1.3988069378334547,0.3370193807092769,0.12677276911248986,93446,789000,13.578522867254332,-0.02360094062638883
0.536639067164217,0.839963226398156,0.8689593746305347,85255,1039000,13.853770232544809,1.4624983094693453
-0.32552880350502067,-0.6688683106684814,-0.4601104718147747,93446,365000,12.807655372286902,-0.02360094062638883
-0.32552880350502067,0.839963226398156,0.41531007279957116,85262,1695000,14.343193888767015,1.9372463688772084
0.536639067164217,1.342907072087035,0.7316385048871079,85377,999000,13.81451105863119,2.2292545940008464
-0.32552880350502067,1.8458509177759144,1.249043924813234,85255,1294000,14.073249526840211,1.4624983094693453
1.3988069378334547,2.8517386091536725,1.280921983860815,85262,1089000,13.900771320188321,1.9372463688772084
-0.32552880350502067,0.839963226398156,0.34910179631613325,85255,799900,13.592243248992402,1.4624983094693453
-0.32552880350502067,1.8458509177759144,1.5228682781706624,85255,1229000,14.021712202217492,1.4624983094693453
-0.32552880350502067,0.3370193807092769,-0.1789296432925198,93446,455000,13.02805489573287,-0.02360094062638883
0.536639067164217,-1.6747560020462398,5.899971001242392,98021,395000,12.886643575525625,-0.2665955384988029
1.3988069378334547,-0.6688683106684814,4.3011637320867795,98021,638940,13.367567397328443,-0.2665955384988029
-0.32552880350502067,-0.6688683106684814,-0.1732079403865437,98021,435000,12.983103608918753,-0.2665955384988029
-0.32552880350502067,-0.16592446497960228,-0.28682461237664086,98021,528800,13.178367458591955,-0.2665955384988029
0.536639067164217,-0.6688683106684814,-0.35711981950720456,81524,350000,12.765691290604371,-0.32297212602138103
-0.32552880350502067,0.3370193807092769,-0.18873827684562172,81524,425000,12.959846800844963,-0.32297212602138103
0.536639067164217,0.3370193807092769,0.1136945910416873,81524,500000,13.122365377402328,-0.32297212602138103
-0.32552880350502067,0.3370193807092769,0.07936437360583061,81524,589900,13.287710005192306,-0.32297212602138103
0.536639067164217,0.3370193807092769,1.2580351722369107,81418,419000,12.945628585536271,-0.5109782596974535
-0.32552880350502067,-0.6688683106684814,-0.27047688978813766,81418,415000,12.936036208848487,-0.5109782596974535
-0.32552880350502067,-0.6688683106684814,-0.6301267867352078,81521,214900,12.277932735946903,-1.110113917539963
0.536639067164217,-0.6688683106684814,0.4839705076712846,81524,699900,13.45869417545215,-0.32297212602138103
-0.32552880350502067,0.3370193807092769,-0.38491094790766,81524,449000,13.014780393893403,-0.32297212602138103
0.536639067164217,-0.6688683106684814,-0.19364259362217268,81524,249900,12.428820118415677,-0.32297212602138103
